rank,edits
7111,12446
7112,12444
7113,12442
7114,12440
7115,12438
7116,12436
7117,12433
7118,12426
7119,12425
7120,12421
7121,12415
7122,12414
7123,12414
7124,12411
7125,12410
7126,12408
7127,12406
7128,12405
7129,12404
7130,12404
7131,12403
7132,12402
7133,12398
7134,12397
7135,12396
7136,12395
7137,12391
7138,12391
7139,12389
7140,12388
7141,12387
7142,12385
7143,12383
7144,12383
7145,12382
7146,12381
7147,12381
7148,12379
7149,12379
7150,12378
7151,12375
7152,12373
7153,12369
7154,12368
7155,12367
7156,12367
7157,12364
7158,12361
7159,12359
7160,12353
7161,12350
7162,12350
7163,12346
7164,12345
7165,12345
7166,12338
7167,12337
7168,12337
7169,12335
7170,12333
7171,12332
7172,12329
7173,12327
7174,12326
7175,12326
7176,12325
7177,12323
7178,12323
7179,12323
7180,12323
7181,12314
7182,12314
7183,12309
7184,12308
7185,12306
7186,12305
7187,12304
7188,12302
7189,12301
7190,12301
7191,12299
7192,12299
7193,12295
7194,12295
7195,12294
7196,12293
7197,12285
7198,12283
7199,12282
7200,12281
7201,12281
7202,12280
7203,12275
7204,12272
7205,12272
7206,12270
7207,12269
7208,12267
7209,12266
7210,12256
7211,12254
7212,12252
7213,12246
7214,12245
7215,12245
7216,12244
7217,12242
7218,12241
7219,12239
7220,12237
7221,12229
7222,12225
7223,12223
7224,12222
7225,12219
7226,12213
7227,12207
7228,12206
7229,12206
7230,12200
7231,12197
7232,12196
7233,12195
7234,12189
7235,12188
7236,12182
7237,12178
7238,12177
7239,12175
7240,12174
7241,12174
7242,12172
7243,12170
7244,12170
7245,12167
7246,12167
7247,12165
7248,12164
7249,12162
7250,12161
7251,12160
7252,12160
7253,12157
7254,12157
7255,12156
7256,12156
7257,12155
7258,12154
7259,12152
7260,12152
7261,12152
7262,12150
7263,12149
7264,12146
7265,12144
7266,12141
7267,12141
7268,12141
7269,12140
7270,12140
7271,12138
7272,12137
7273,12137
7274,12134
7275,12133
7276,12132
7277,12132
7278,12132
7279,12132
7280,12130
7281,12130
7282,12125
7283,12119
7284,12118
7285,12117
7286,12117
7287,12115
7288,12113
7289,12111
7290,12108
7291,12108
7292,12105
7293,12105
7294,12104
7295,12104
7296,12102
7297,12100
7298,12098
7299,12097
7300,12096
7301,12095
7302,12095
7303,12095
7304,12094
7305,12092
7306,12091
7307,12084
7308,12083
7309,12082
7310,12080
7311,12079
7312,12078
7313,12078
7314,12077
7315,12075
7316,12075
7317,12075
7318,12073
7319,12073
7320,12072
7321,12071
7322,12066
7323,12064
7324,12064
7325,12062
7326,12061
7327,12061
7328,12059
7329,12059
7330,12058
7331,12057
7332,12054
7333,12053
7334,12051
7335,12049
7336,12049
7337,12049
7338,12047
7339,12047
7340,12047
7341,12046
7342,12045
7343,12044
7344,12044
7345,12043
7346,12043
7347,12043
7348,12043
7349,12042
7350,12041
7351,12039
7352,12039
7353,12035
7354,12034
7355,12032
7356,12028
7357,12025
7358,12023
7359,12023
7360,12017
7361,12015
7362,12015
7363,12014
7364,12013
7365,12012
7366,12011
7367,12011
7368,12006
7369,12006
7370,12000
7371,11997
7372,11997
7373,11995
7374,11993
7375,11989
7376,11988
7377,11987
7378,11986
7379,11986
7380,11985
7381,11980
7382,11980
7383,11980
7384,11976
7385,11973
7386,11972
7387,11972
7388,11971
7389,11971
7390,11969
7391,11967
7392,11962
7393,11960
7394,11958
7395,11957
7396,11956
7397,11956
7398,11952
7399,11948
7400,11943
7401,11942
7402,11938
7403,11937
7404,11937
7405,11934
7406,11933
7407,11933
7408,11929
7409,11929
7410,11926
7411,11923
7412,11920
7413,11920
7414,11915
7415,11915
7416,11910
7417,11907
7418,11906
7419,11906
7420,11906
7421,11906
7422,11906
7423,11903
7424,11901
7425,11900
7426,11899
7427,11899
7428,11897
7429,11896
7430,11896
7431,11894
7432,11894
7433,11893
7434,11892
7435,11888
7436,11887
7437,11887
7438,11886
7439,11886
7440,11883
7441,11881
7442,11879
7443,11879
7444,11876
7445,11875
7446,11874
7447,11873
7448,11871
7449,11870
7450,11869
7451,11869
7452,11868
7453,11865
7454,11865
7455,11859
7456,11858
7457,11857
7458,11854
7459,11853
7460,11853
7461,11851
7462,11849
7463,11847
7464,11846
7465,11846
7466,11845
7467,11845
7468,11844
7469,11842
7470,11840
7471,11837
7472,11835
7473,11834
7474,11826
7475,11825
7476,11822
7477,11821
7478,11820
7479,11820
7480,11814
7481,11813
7482,11811
7483,11811
7484,11811
7485,11809
7486,11801
7487,11800
7488,11796
7489,11795
7490,11795
7491,11794
7492,11793
7493,11792
7494,11790
7495,11790
7496,11789
7497,11788
7498,11788
7499,11786
7500,11780
7501,11775
7502,11775
7503,11774
7504,11765
7505,11764
7506,11764
7507,11763
7508,11762
7509,11762
7510,11759
7511,11757
7512,11753
7513,11752
7514,11749
7515,11748
7516,11747
7517,11746
7518,11746
7519,11745
7520,11744
7521,11742
7522,11741
7523,11740
7524,11736
7525,11734
7526,11733
7527,11728
7528,11728
7529,11726
7530,11726
7531,11724
7532,11723
7533,11719
7534,11718
7535,11718
7536,11718
7537,11717
7538,11717
7539,11716
7540,11716
7541,11714
7542,11714
7543,11714
7544,11713
7545,11713
7546,11711
7547,11707
7548,11703
7549,11701
7550,11699
7551,11699
7552,11697
7553,11696
7554,11693
7555,11691
7556,11691
7557,11687
7558,11684
7559,11682
7560,11682
7561,11680
7562,11679
7563,11679
7564,11678
7565,11675
7566,11674
7567,11673
7568,11670
7569,11664
7570,11659
7571,11659
7572,11655
7573,11655
7574,11654
7575,11651
7576,11651
7577,11648
7578,11641
7579,11640
7580,11640
7581,11640
7582,11639
7583,11639
7584,11639
7585,11637
7586,11637
7587,11634
7588,11632
7589,11631
7590,11629
7591,11628
7592,11628
7593,11628
7594,11627
7595,11626
7596,11626
7597,11623
7598,11621
7599,11617
7600,11616
7601,11614
7602,11613
7603,11612
7604,11609
7605,11607
7606,11602
7607,11601
7608,11600
7609,11600
7610,11600
7611,11600
7612,11598
7613,11597
7614,11594
7615,11592
7616,11590
7617,11589
7618,11589
7619,11589
7620,11585
7621,11584
7622,11583
7623,11582
7624,11581
7625,11578
7626,11576
7627,11576
7628,11575
7629,11575
7630,11574
7631,11573
7632,11572
7633,11572
7634,11571
7635,11571
7636,11568
7637,11568
7638,11566
7639,11563
7640,11559
7641,11559
7642,11559
7643,11555
7644,11554
7645,11554
7646,11552
7647,11550
7648,11547
7649,11544
7650,11542
7651,11540
7652,11540
7653,11538
7654,11535
7655,11533
7656,11530
7657,11527
7658,11526
7659,11523
7660,11518
7661,11518
7662,11516
7663,11515
7664,11513
7665,11512
7666,11512
7667,11510
7668,11508
7669,11507
7670,11507
7671,11506
7672,11500
7673,11489
7674,11487
7675,11487
7676,11483
7677,11481
7678,11479
7679,11477
7680,11473
7681,11472
7682,11470
7683,11469
7684,11468
7685,11467
7686,11467
7687,11464
7688,11464
7689,11462
7690,11455
7691,11454
7692,11454
7693,11448
7694,11446
7695,11443
7696,11441
7697,11434
7698,11428
7699,11425
7700,11424
7701,11423
7702,11423
7703,11421
7704,11420
7705,11420
7706,11419
7707,11419
7708,11417
7709,11416
7710,11414
7711,11413
7712,11411
7713,11409
7714,11409
7715,11406
7716,11405
7717,11404
7718,11404
7719,11402
7720,11401
7721,11399
7722,11398
7723,11398
7724,11396
7725,11395
7726,11395
7727,11392
7728,11392
7729,11391
7730,11391
7731,11386
7732,11382
7733,11381
7734,11376
7735,11375
7736,11375
7737,11374
7738,11373
7739,11373
7740,11371
7741,11371
7742,11370
7743,11370
7744,11366
7745,11366
7746,11365
7747,11359
7748,11358
7749,11353
7750,11353
7751,11352
7752,11344
7753,11344
7754,11343
7755,11340
7756,11338
7757,11338
7758,11335
7759,11335
7760,11333
7761,11332
7762,11330
7763,11328
7764,11326
7765,11320
7766,11318
7767,11317
7768,11317
7769,11316
7770,11314
7771,11312
7772,11312
7773,11309
7774,11309
7775,11308
7776,11303
7777,11302
7778,11299
7779,11298
7780,11296
7781,11296
7782,11291
7783,11289
7784,11289
7785,11286
7786,11281
7787,11280
7788,11280
7789,11278
7790,11278
7791,11277
7792,11272
7793,11270
7794,11270
7795,11265
7796,11264
7797,11264
7798,11263
7799,11263
7800,11261
7801,11259
7802,11258
7803,11256
7804,11254
7805,11253
7806,11251
7807,11249
7808,11248
7809,11246
7810,11244
7811,11242
7812,11241
7813,11241
7814,11238
7815,11235
7816,11234
7817,11234
7818,11232
7819,11230
7820,11229
7821,11228
7822,11223
7823,11222
7824,11221
7825,11219
7826,11219
7827,11218
7828,11218
7829,11217
7830,11207
7831,11206
7832,11205
7833,11203
7834,11201
7835,11199
7836,11199
7837,11198
7838,11196
7839,11194
7840,11189
7841,11189
7842,11188
7843,11188
7844,11187
7845,11184
7846,11183
7847,11182
7848,11181
7849,11180
7850,11178
7851,11178
7852,11177
7853,11176
7854,11170
7855,11170
7856,11170
7857,11167
7858,11165
7859,11163
7860,11163
7861,11161
7862,11160
7863,11159
7864,11159
7865,11158
7866,11156
7867,11154
7868,11153
7869,11153
7870,11152
7871,11152
7872,11152
7873,11151
7874,11146
7875,11144
7876,11142
7877,11142
7878,11142
7879,11137
7880,11137
7881,11135
7882,11131
7883,11131
7884,11130
7885,11130
7886,11125
7887,11124
7888,11124
7889,11123
7890,11122
7891,11122
7892,11118
7893,11118
7894,11118
7895,11114
7896,11113
7897,11112
7898,11108
7899,11107
7900,11106
7901,11105
7902,11102
7903,11102
7904,11101
7905,11100
7906,11095
7907,11093
7908,11092
7909,11092
7910,11090
7911,11085
7912,11082
7913,11082
7914,11080
7915,11079
7916,11077
7917,11077
7918,11077
7919,11074
7920,11073
7921,11073
7922,11071
7923,11071
7924,11069
7925,11068
7926,11068
7927,11066
7928,11065
7929,11063
7930,11063
7931,11059
7932,11057
7933,11055
7934,11054
7935,11053
7936,11052
7937,11051
7938,11049
7939,11049
7940,11049
7941,11046
7942,11045
7943,11041
7944,11040
7945,11036
7946,11035
7947,11035
7948,11034
7949,11034
7950,11033
7951,11031
7952,11028
7953,11027
7954,11026
7955,11025
7956,11022
7957,11021
7958,11021
7959,11019
7960,11019
7961,11019
7962,11016
7963,11016
7964,11011
7965,11010
7966,11009
7967,11009
7968,11008
7969,11008
7970,11007
7971,11006
7972,11005
7973,11004
7974,11002
7975,11001
7976,10995
7977,10995
7978,10995
7979,10994
7980,10993
7981,10990
7982,10990
7983,10985
7984,10984
7985,10982
7986,10978
7987,10975
7988,10975
7989,10975
7990,10974
7991,10973
7992,10971
7993,10964
7994,10964
7995,10963
7996,10963
7997,10962
7998,10961
7999,10960
8000,10958
8001,10958
8002,10958
8003,10955
8004,10955
8005,10954
8006,10953
8007,10953
8008,10951
8009,10951
8010,10951
8011,10951
8012,10950
8013,10950
8014,10946
8015,10946
8016,10944
8017,10942
8018,10942
8019,10941
8020,10941
8021,10938
8022,10937
8023,10936
8024,10936
8025,10935
8026,10934
8027,10934
8028,10934
8029,10929
8030,10929
8031,10929
8032,10928
8033,10927
8034,10926
8035,10923
8036,10921
8037,10919
8038,10918
8039,10917
8040,10917
8041,10915
8042,10910
8043,10910
8044,10910
8045,10909
8046,10907
8047,10906
8048,10903
8049,10902
8050,10899
8051,10898
8052,10895
8053,10895
8054,10893
8055,10892
8056,10891
8057,10891
8058,10889
8059,10888
8060,10888
8061,10887
8062,10885
8063,10885
8064,10882
8065,10882
8066,10877
8067,10877
8068,10877
8069,10876
8070,10875
8071,10870
8072,10870
8073,10867
8074,10866
8075,10865
8076,10865
8077,10863
8078,10863
8079,10863
8080,10862
8081,10860
8082,10860
8083,10860
8084,10859
8085,10858
8086,10857
8087,10857
8088,10857
8089,10852
8090,10851
8091,10851
8092,10849
8093,10848
8094,10843
8095,10843
8096,10840
8097,10840
8098,10838
8099,10829
8100,10829
8101,10824
8102,10820
8103,10820
8104,10812
8105,10809
8106,10808
8107,10807
8108,10807
8109,10806
8110,10803
8111,10802
8112,10799
8113,10798
8114,10798
8115,10798
8116,10797
8117,10796
8118,10794
8119,10791
8120,10791
8121,10790
8122,10790
8123,10788
8124,10786
8125,10785
8126,10782
8127,10780
8128,10779
8129,10777
8130,10775
8131,10773
8132,10772
8133,10771
8134,10771
8135,10769
8136,10768
8137,10768
8138,10766
8139,10765
8140,10763
8141,10761
8142,10761
8143,10761
8144,10760
8145,10758
8146,10756
8147,10755
8148,10755
8149,10753
8150,10752
8151,10752
8152,10749
8153,10749
8154,10748
8155,10748
8156,10746
8157,10742
8158,10741
8159,10741
8160,10741
8161,10740
8162,10738
8163,10738
8164,10736
8165,10736
8166,10735
8167,10734
8168,10734
8169,10734
8170,10733
8171,10732
8172,10732
8173,10729
8174,10728
8175,10727
8176,10725
8177,10723
8178,10723
8179,10722
8180,10722
8181,10717
8182,10716
8183,10716
8184,10714
8185,10710
8186,10710
8187,10710
8188,10709
8189,10708
8190,10707
8191,10707
8192,10706
8193,10703
8194,10699
8195,10695
8196,10692
8197,10691
8198,10688
8199,10687
8200,10683
8201,10682
8202,10680
8203,10678
8204,10678
8205,10674
8206,10673
8207,10671
8208,10670
8209,10669
8210,10666
8211,10665
8212,10665
8213,10660
8214,10659
8215,10656
8216,10655
8217,10654
8218,10654
8219,10652
8220,10650
8221,10650
8222,10649
8223,10648
8224,10647
8225,10647
8226,10645
8227,10643
8228,10643
8229,10642
8230,10642
8231,10642
8232,10641
8233,10640
8234,10640
8235,10639
8236,10639
8237,10638
8238,10638
8239,10638
8240,10635
8241,10634
8242,10633
8243,10631
8244,10630
8245,10629
8246,10629
8247,10626
8248,10624
8249,10622
8250,10620
8251,10619
8252,10615
8253,10613
8254,10613
8255,10608
8256,10607
8257,10607
8258,10605
8259,10604
8260,10603
8261,10601
8262,10600
8263,10599
8264,10598
8265,10596
8266,10594
8267,10593
8268,10593
8269,10591
8270,10588
8271,10587
8272,10586
8273,10585
8274,10584
8275,10583
8276,10582
8277,10581
8278,10580
8279,10580
8280,10579
8281,10579
8282,10579
8283,10579
8284,10578
8285,10576
8286,10574
8287,10573
8288,10573
8289,10572
8290,10570
8291,10568
8292,10568
8293,10566
8294,10565
8295,10563
8296,10562
8297,10561
8298,10559
8299,10554
8300,10553
8301,10552
8302,10551
8303,10550
8304,10549
8305,10549
8306,10548
8307,10547
8308,10547
8309,10542
8310,10542
8311,10541
8312,10541
8313,10540
8314,10539
8315,10538
8316,10536
8317,10536
8318,10535
8319,10530
8320,10528
8321,10528
8322,10525
8323,10523
8324,10523
8325,10522
8326,10522
8327,10519
8328,10517
8329,10517
8330,10516
8331,10516
8332,10515
8333,10515
8334,10514
8335,10512
8336,10510
8337,10510
8338,10509
8339,10507
8340,10506
8341,10504
8342,10504
8343,10503
8344,10503
8345,10502
8346,10500
8347,10500
8348,10497
8349,10496
8350,10494
8351,10494
8352,10493
8353,10490
8354,10488
8355,10487
8356,10485
8357,10484
8358,10484
8359,10482
8360,10482
8361,10482
8362,10480
8363,10478
8364,10478
8365,10478
8366,10477
8367,10477
8368,10476
8369,10472
8370,10470
8371,10469
8372,10469
8373,10468
8374,10468
8375,10467
8376,10466
8377,10465
8378,10465
8379,10464
8380,10463
8381,10462
8382,10462
8383,10462
8384,10460
8385,10458
8386,10457
8387,10454
8388,10453
8389,10453
8390,10452
8391,10449
8392,10448
8393,10448
8394,10448
8395,10445
8396,10444
8397,10443
8398,10443
8399,10440
8400,10435
8401,10434
8402,10434
8403,10429
8404,10425
8405,10421
8406,10419
8407,10418
8408,10418
8409,10415
8410,10415
8411,10414
8412,10413
8413,10412
8414,10410
8415,10406
8416,10405
8417,10405
8418,10404
8419,10404
8420,10403
8421,10402
8422,10398
8423,10398
8424,10396
8425,10395
8426,10395
8427,10393
8428,10392
8429,10389
8430,10386
8431,10385
8432,10383
8433,10383
8434,10382
8435,10381
8436,10379
8437,10379
8438,10378
8439,10376
8440,10376
8441,10376
8442,10374
8443,10374
8444,10373
8445,10372
8446,10368
8447,10367
8448,10365
8449,10365
8450,10363
8451,10361
8452,10361
8453,10357
8454,10355
8455,10352
8456,10349
8457,10348
8458,10344
8459,10344
8460,10343
8461,10341
8462,10341
8463,10338
8464,10338
8465,10337
8466,10336
8467,10334
8468,10333
8469,10333
8470,10332
8471,10331
8472,10331
8473,10330
8474,10329
8475,10328
8476,10327
8477,10326
8478,10326
8479,10326
8480,10322
8481,10321
8482,10319
8483,10319
8484,10317
8485,10313
8486,10312
8487,10311
8488,10308
8489,10308
8490,10308
8491,10307
8492,10306
8493,10305
8494,10302
8495,10302
8496,10302
8497,10300
8498,10299
8499,10299
8500,10295
8501,10293
8502,10292
8503,10288
8504,10287
8505,10285
8506,10285
8507,10283
8508,10283
8509,10279
8510,10277
8511,10273
8512,10272
8513,10271
8514,10270
8515,10270
8516,10270
8517,10269
8518,10268
8519,10265
8520,10263
8521,10261
8522,10260
8523,10258
8524,10256
8525,10256
8526,10249
8527,10244
8528,10243
8529,10242
8530,10241
8531,10239
8532,10238
8533,10238
8534,10234
8535,10233
8536,10233
8537,10232
8538,10231
8539,10229
8540,10226
8541,10224
8542,10224
8543,10224
8544,10219
8545,10218
8546,10217
8547,10215
8548,10212
8549,10210
8550,10208
8551,10207
8552,10207
8553,10206
8554,10206
8555,10206
8556,10204
8557,10203
8558,10203
8559,10202
8560,10201
8561,10201
8562,10200
8563,10199
8564,10198
8565,10198
8566,10198
8567,10197
8568,10194
8569,10191
8570,10190
8571,10189
8572,10188
8573,10186
8574,10186
8575,10185
8576,10185
8577,10184
8578,10183
8579,10182
8580,10181
8581,10178
8582,10178
8583,10173
8584,10172
8585,10171
8586,10171
8587,10169
8588,10165
8589,10164
8590,10163
8591,10160
8592,10159
8593,10158
8594,10156
8595,10154
8596,10154
8597,10152
8598,10151
8599,10150
8600,10149
8601,10148
8602,10148
8603,10146
8604,10146
8605,10146
8606,10145
8607,10145
8608,10144
8609,10142
8610,10138
8611,10137
8612,10136
8613,10136
8614,10133
8615,10132
8616,10131
8617,10131
8618,10129
8619,10126
8620,10125
8621,10123
8622,10123
8623,10122
8624,10119
8625,10118
8626,10118
8627,10116
8628,10115
8629,10114
8630,10113
8631,10109
8632,10107
8633,10107
8634,10107
8635,10106
8636,10106
8637,10103
8638,10098
8639,10095
8640,10091
8641,10090
8642,10085
8643,10085
8644,10083
8645,10082
8646,10081
8647,10079
8648,10078
8649,10075
8650,10073
8651,10072
8652,10069
8653,10067
8654,10066
8655,10066
8656,10064
8657,10061
8658,10060
8659,10059
8660,10058
8661,10056
8662,10056
8663,10055
8664,10054
8665,10054
8666,10051
8667,10050
8668,10048
8669,10045
8670,10044
8671,10043
8672,10043
8673,10041
8674,10040
8675,10039
8676,10039
8677,10038
8678,10038
8679,10036
8680,10034
8681,10031
8682,10028
8683,10027
8684,10027
8685,10026
8686,10025
8687,10024
8688,10023
8689,10023
8690,10022
8691,10018
8692,10017
8693,10017
8694,10016
8695,10015
8696,10015
8697,10014
8698,10012
8699,10012
8700,10010
8701,10008
8702,10003
8703,10003
8704,10002
8705,10001
8706,10001
8707,10000
8708,10000
8709,9999
8710,9997
8711,9996
8712,9996
8713,9996
8714,9995
8715,9994
8716,9993
8717,9991
8718,9990
8719,9990
8720,9990
8721,9988
8722,9987
8723,9986
8724,9986
8725,9985
8726,9985
8727,9985
8728,9985
8729,9985
8730,9984
8731,9981
8732,9978
8733,9977
8734,9976
8735,9974
8736,9972
8737,9971
8738,9971
8739,9971
8740,9963
8741,9962
8742,9962
8743,9962
8744,9961
8745,9959
8746,9958
8747,9958
8748,9957
8749,9954
8750,9954
8751,9953
8752,9952
8753,9950
8754,9950
8755,9942
8756,9938
8757,9938
8758,9938
8759,9937
8760,9937
8761,9936
8762,9933
8763,9931
8764,9931
8765,9931
8766,9931
8767,9931
8768,9928
8769,9926
8770,9925
8771,9923
8772,9922
8773,9921
8774,9921
8775,9918
8776,9917
8777,9916
8778,9915
8779,9915
8780,9907
8781,9904
8782,9903
8783,9902
8784,9902
8785,9901
8786,9900
8787,9897
8788,9895
8789,9893
8790,9891
8791,9890
8792,9890
8793,9889
8794,9885
8795,9885
8796,9883
8797,9882
8798,9881
8799,9872
8800,9870
8801,9868
8802,9866
8803,9864
8804,9863
8805,9862
8806,9861
8807,9861
8808,9860
8809,9860
8810,9859
8811,9859
8812,9858
8813,9857
8814,9856
8815,9856
8816,9852
8817,9852
8818,9851
8819,9850
8820,9849
8821,9848
8822,9848
8823,9842
8824,9842
8825,9841
8826,9839
8827,9839
8828,9838
8829,9838
8830,9835
8831,9834
8832,9833
8833,9832
8834,9831
8835,9830
8836,9829
8837,9828
8838,9827
8839,9823
8840,9821
8841,9821
8842,9819
8843,9819
8844,9818
8845,9817
8846,9816
8847,9815
8848,9814
8849,9812
8850,9809
8851,9807
8852,9806
8853,9806
8854,9805
8855,9805
8856,9804
8857,9804
8858,9803
8859,9801
8860,9800
8861,9798
8862,9798
8863,9795
8864,9791
8865,9791
8866,9790
8867,9790
8868,9789
8869,9787
8870,9786
8871,9785
8872,9784
8873,9783
8874,9783
8875,9782
8876,9782
8877,9780
8878,9779
8879,9777
8880,9777
8881,9776
8882,9775
8883,9775
8884,9774
8885,9773
8886,9772
8887,9771
8888,9771
8889,9769
8890,9765
8891,9765
8892,9764
8893,9763
8894,9763
8895,9761
8896,9758
8897,9757
8898,9756
8899,9755
8900,9754
8901,9752
8902,9749
8903,9748
8904,9748
8905,9746
8906,9746
8907,9745
8908,9744
8909,9743
8910,9743
8911,9743
8912,9741
8913,9739
8914,9734
8915,9733
8916,9733
8917,9733
8918,9732
8919,9732
8920,9730
8921,9730
8922,9730
8923,9729
8924,9729
8925,9726
8926,9726
8927,9726
8928,9722
8929,9720
8930,9720
8931,9715
8932,9715
8933,9714
8934,9713
8935,9712
8936,9711
8937,9708
8938,9708
8939,9707
8940,9701
8941,9700
8942,9699
8943,9697
8944,9693
8945,9691
8946,9690
8947,9690
8948,9690
8949,9690
8950,9689
8951,9689
8952,9686
8953,9683
8954,9683
8955,9683
8956,9681
8957,9677
8958,9677
8959,9673
8960,9670
8961,9669
8962,9668
8963,9667
8964,9666
8965,9665
8966,9662
8967,9659
8968,9659
8969,9657
8970,9656
8971,9654
8972,9654
8973,9651
8974,9650
8975,9649
8976,9649
8977,9647
8978,9646
8979,9646
8980,9645
8981,9645
8982,9645
8983,9643
8984,9643
8985,9642
8986,9640
8987,9640
8988,9639
8989,9639
8990,9637
8991,9634
8992,9632
8993,9626
8994,9625
8995,9624
8996,9623
8997,9623
8998,9622
8999,9620
9000,9618
9001,9618
9002,9615
9003,9615
9004,9611
9005,9611
9006,9611
9007,9611
9008,9611
9009,9609
9010,9609
9011,9608
9012,9608
9013,9608
9014,9606
9015,9606
9016,9605
9017,9603
9018,9603
9019,9602
9020,9602
9021,9602
9022,9600
9023,9597
9024,9596
9025,9595
9026,9590
9027,9590
9028,9589
9029,9589
9030,9586
9031,9585
9032,9583
9033,9583
9034,9582
9035,9582
9036,9582
9037,9580
9038,9578
9039,9578
9040,9577
9041,9575
9042,9574
9043,9571
9044,9571
9045,9570
9046,9566
9047,9565
9048,9564
9049,9563
9050,9563
9051,9561
9052,9560
9053,9559
9054,9558
9055,9558
9056,9558
9057,9557
9058,9556
9059,9555
9060,9552
9061,9550
9062,9550
9063,9545
9064,9544
9065,9541
9066,9541
9067,9536
9068,9536
9069,9536
9070,9533
9071,9531
9072,9530
9073,9528
9074,9528
9075,9528
9076,9527
9077,9527
9078,9526
9079,9525
9080,9524
9081,9524
9082,9522
9083,9521
9084,9520
9085,9518
9086,9517
9087,9515
9088,9515
9089,9515
9090,9514
9091,9513
9092,9512
9093,9510
9094,9508
9095,9508
9096,9507
9097,9505
9098,9504
9099,9503
9100,9500
9101,9500
9102,9499
9103,9497
9104,9497
9105,9492
9106,9492
9107,9488
9108,9488
9109,9485
9110,9485
9111,9484
9112,9483
9113,9481
9114,9479
9115,9478
9116,9475
9117,9475
9118,9472
9119,9469
9120,9468
9121,9467
9122,9466
9123,9464
9124,9462
9125,9462
9126,9461
9127,9460
9128,9454
9129,9453
9130,9452
9131,9450
9132,9450
9133,9448
9134,9448
9135,9444
9136,9444
9137,9442
9138,9441
9139,9441
9140,9439
9141,9439
9142,9438
9143,9438
9144,9433
9145,9433
9146,9432
9147,9432
9148,9431
9149,9430
9150,9428
9151,9427
9152,9425
9153,9424
9154,9424
9155,9422
9156,9422
9157,9421
9158,9421
9159,9419
9160,9419
9161,9419
9162,9418
9163,9417
9164,9417
9165,9411
9166,9411
9167,9409
9168,9409
9169,9408
9170,9408
9171,9405
9172,9405
9173,9403
9174,9402
9175,9401
9176,9400
9177,9399
9178,9397
9179,9394
9180,9393
9181,9391
9182,9390
9183,9389
9184,9389
9185,9388
9186,9386
9187,9382
9188,9381
9189,9378
9190,9376
9191,9375
9192,9374
9193,9374
9194,9374
9195,9372
9196,9372
9197,9371
9198,9371
9199,9371
9200,9370
9201,9364
9202,9364
9203,9364
9204,9364
9205,9364
9206,9362
9207,9362
9208,9361
9209,9359
9210,9359
9211,9359
9212,9355
9213,9354
9214,9353
9215,9352
9216,9352
9217,9351
9218,9351
9219,9345
9220,9343
9221,9341
9222,9341
9223,9339
9224,9339
9225,9339
9226,9339
9227,9337
9228,9336
9229,9334
9230,9328
9231,9328
9232,9326
9233,9325
9234,9325
9235,9324
9236,9322
9237,9321
9238,9320
9239,9319
9240,9318
9241,9317
9242,9314
9243,9314
9244,9312
9245,9311
9246,9309
9247,9308
9248,9307
9249,9307
9250,9300
9251,9299
9252,9297
9253,9297
9254,9297
9255,9296
9256,9292
9257,9292
9258,9287
9259,9286
9260,9285
9261,9282
9262,9281
9263,9279
9264,9274
9265,9274
9266,9274
9267,9272
9268,9272
9269,9271
9270,9271
9271,9270
9272,9270
9273,9269
9274,9269
9275,9267
9276,9266
9277,9265
9278,9264
9279,9264
9280,9263
9281,9263
9282,9263
9283,9262
9284,9262
9285,9261
9286,9260
9287,9260
9288,9260
9289,9259
9290,9255
9291,9251
9292,9249
9293,9247
9294,9246
9295,9242
9296,9241
9297,9239
9298,9238
9299,9238
9300,9237
9301,9237
9302,9236
9303,9236
9304,9234
9305,9232
9306,9232
9307,9231
9308,9228
9309,9227
9310,9225
9311,9224
9312,9221
9313,9221
9314,9221
9315,9217
9316,9216
9317,9216
9318,9216
9319,9215
9320,9214
9321,9214
9322,9211
9323,9211
9324,9210
9325,9209
9326,9208
9327,9208
9328,9207
9329,9206
9330,9206
9331,9206
9332,9205
9333,9204
9334,9203
9335,9203
9336,9202
9337,9199
9338,9197
9339,9193
9340,9193
9341,9191
9342,9188
9343,9188
9344,9185
9345,9183
9346,9182
9347,9180
9348,9179
9349,9179
9350,9177
9351,9177
9352,9176
9353,9176
9354,9173
9355,9173
9356,9173
9357,9173
9358,9171
9359,9171
9360,9171
9361,9170
9362,9169
9363,9168
9364,9168
9365,9166
9366,9163
9367,9161
9368,9159
9369,9157
9370,9156
9371,9155
9372,9154
9373,9154
9374,9152
9375,9152
9376,9152
9377,9151
9378,9151
9379,9150
9380,9149
9381,9147
9382,9143
9383,9142
9384,9141
9385,9140
9386,9140
9387,9138
9388,9135
9389,9135
9390,9134
9391,9133
9392,9131
9393,9129
9394,9129
9395,9129
9396,9126
9397,9124
9398,9118
9399,9118
9400,9117
9401,9117
9402,9115
9403,9114
9404,9114
9405,9109
9406,9106
9407,9105
9408,9103
9409,9101
9410,9100
9411,9100
9412,9100
9413,9099
9414,9098
9415,9098
9416,9098
9417,9098
9418,9096
9419,9096
9420,9095
9421,9094
9422,9094
9423,9092
9424,9092
9425,9092
9426,9090
9427,9090
9428,9089
9429,9087
9430,9087
9431,9086
9432,9082
9433,9082
9434,9082
9435,9081
9436,9078
9437,9076
9438,9072
9439,9069
9440,9068
9441,9068
9442,9067
